"Space Id","Title","Created At","Language","Creator Id","Host Ids","Invited User Ids","Participant Count","Speaker Ids","Start Date","Start Time","State","Updated","Scheduled Start","End Date","End Time","Duration","Total Speakers","Total Moderators","topic_ids_1","topic_ids_2","topic_names_1","topic_names_2","topic_desc_1","topic_desc_2"
"1dRKZEVBoYgxB","Kaiber Studio ✨AI, Music, and Building Experiences","2024-02-02T23:04:15.000Z","en","1606047596434190336","1606047596434190336","1660770550258565120",56,"1660770550258565120, 408688782","2024-02-08","23:31:16","ended","2024-02-09T00:21:27.000Z","2024-02-08T23:30:00.000Z","2024-02-09","00:21:26","0:50:10",2,1,"898262889378619392","1280550787207147521","Artificial intelligence","Arts & culture","Technology","All about arts and culture"
