"Space Id","Title","Created At","Language","Creator Id","Host Ids","Participant Count","Speaker Ids","Start Date","Start Time","State","Updated","Scheduled Start","End Date","End Time","Duration","Total Speakers","Total Moderators"
"1vOGwjWRnjbKB","AMA🔥JGG × ジャンナビ元素！？麻雀！？","2023-12-20T02:47:06.000Z","ja","1496850875377393669","1496850875377393669",79,"1733053760040218624, 1709769209285373952, 1732284755180425216","2023-12-22","12:58:15","ended","2023-12-22T13:58:51.000Z","2023-12-22T13:00:00.000Z","2023-12-22","13:58:50","1:00:35",3,1
