"Space Id","Title","Created At","Language","Creator Id","Host Ids","Participant Count","State","Updated","Scheduled Start","Total Moderators"
"1zqKVqVvBaWxB","Onchain Gaming with Cartesi","2024-02-27T11:51:39.000Z","en","1274803199040462848","['1274803199040462848']",0,"scheduled","2024-03-08T19:27:42.000Z","2024-03-11T15:00:00.000Z",1
