"Space Id","Title","Created At","Language","Creator Id","Host Ids","Participant Count","Speaker Ids","Start Date","Start Time","State","Updated","Scheduled Start","End Date","End Time","Duration","Total Speakers","Total Moderators","topic_ids_1","topic_ids_2","topic_ids_3","topic_names_1","topic_names_2","topic_names_3","topic_desc_1","topic_desc_2","topic_desc_3"
"1BdxYrLdZPvKX","Crypto Bulls & Gaming Thrills: Navigating the Virtual Frontier","2023-12-20T18:45:33.000Z","en","1283943499050692608","1283943499050692608",16928,"1379919043994394627, 1546443881679831040, 1594202959952633856","2023-12-22","16:58:51","ended","2023-12-22T17:54:00.000Z","2023-12-22T17:00:00.000Z","2023-12-22","17:53:59","55 min",3,1,"1369311988040355840","781974596148793345","1237094778463858688","NFTs","Business & finance","FinTech","Digital assets","All about business & finance","Business & finance"
