"Space Id","Title","Created At","Language","Creator Id","Host Ids","Invited User Ids","Participant Count","Speaker Ids","Start Date","Start Time","State","Updated","Total Speakers","Total Moderators"
"1dRKZEgadpaxB","Space do Mata-Bicho 🥯☕️","2024-04-26T23:44:19.000Z","pt","1019930675397480449","1019930675397480449, 867430810013622272, 234661723","1145429400822960129, 1179114398, 3434065167, 2566907781",7,"867430810013622272, 234661723, 1179114398, 3434065167, 1209969835561684998","2024-04-26","23:44:21","live","2024-04-27T06:15:16.000Z",5,3
