"Space Id","Title","Created At","Language","Creator Id","Host Ids","Participant Count","Speaker Ids","Start Date","Start Time","State","Updated","Scheduled Start","End Date","End Time","Duration","Total Speakers","Total Moderators","topic_ids_1","topic_ids_2","topic_ids_3","topic_names_1","topic_names_2","topic_names_3","topic_desc_1","topic_desc_2","topic_desc_3"
"1YpKkweyNQVKj","Game Changers: Revv Alpha","2024-02-26T03:45:53.000Z","de","1378934541495115779","1378934541495115779",52,"1459580209158574081, 1516412295546613761, 1711831689956311040","2024-02-27","19:03:11","ended","2024-02-27T20:00:03.000Z","2024-02-27T19:00:00.000Z","2024-02-27","20:00:02","0:56:51",3,1,"840161214890106880","847527650667094017","781974596148793345","Business news","Gaming","Business & finance","News","All about gaming","All about business & finance"
